,Unnamed: 0.1,NPI,PROVIDER NAME,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP,MEDICARE ID EFFECTIVE DATE,PHONE,address,lat,lon
123,123,1447665641,NORTHERN PARKWAY TREATMENT SERVICES,3007 E NORTHERN PKWY,,BALTIMORE,MD,21214-1419,1/1/2020,4434750737,"3007 e northern pkwy,Baltimore,MD,21214,US",39.3628226,-76.5516906
124,124,1457311458,QUAPAW TRIBAL BUSINESS COMMITTEE,58150 E 66 RD,QUAPAW COUNSELING SERVICES,MIAMI,OK,74354-6509,2/5/2020,9185421786x5007,"58150 e 66 rd,Miami,OK,74354,US",36.9198185,-94.8393344
125,125,1457805467,COASTAL COMMUNITY BEHAVIORAL HEALTH,100 CORNERSTONE DR,,BRUNSWICK,GA,31523-4214,1/1/2020,9124341794x1,"100 cornerstone dr,Brunswick,GA,31523,US",31.2368995,-81.5394864
126,126,1457805467,COASTAL COMMUNITY BEHAVIORAL HEALTH,5155 GA HIGHWAY 40 E,,SAINT MARYS,GA,31558-9410,1/1/2020,9124341794x403,"5155 ga highway 40 e,Saint marys,GA,31558,US",30.7615259,-81.60651949999999
127,127,1457892432,"SOFT LANDING INTERVENTIONS, LLC",3934 N LINCOLN AVE,SYMETRIA RECOVERY AT LAKEVIEW,CHICAGO,IL,60613-2432,9/9/2021,7735491700,"3934 n lincoln ave,Chicago,IL,60613,US",41.9532426,-87.6784232
128,128,1467073726,DENVER RECOVERY GROUP LLC,2531 AIRPORT RD,,COLORADO SPRINGS,CO,80910-3119,1/1/2020,7193007021,"2531 airport rd,Colorado springs,CO,80910,US",38.8250298,-104.7824384
129,129,1467759399,PENNSYLVANIA CARE LLC,90 E UNION ST,STE 3,WILKES BARRE,PA,18701-3210,1/1/2020,5708225145,"90 e union,Wilkes barre,PA,18701,US",41.2456338,-75.876361
130,130,1477012144,FAMILY GUIDANCE CENTERS INC,333 W EVERGREEN ST,,MANTENO,IL,60950-9329,4/1/2020,2246597030,"333 w evergreen,Manteno,IL,60950,US",41.2293739,-87.8080102
131,131,1477041143,MEDMARK TREATMENT CENTERS OF GEORGI,1289 GI MADDOX PKWY,,CHATSWORTH,GA,30705-2069,1/1/2020,7069713366,"1289 gi maddox pkwy,Chatsworth,GA,30705,US",34.7832365,-84.7963697
132,132,1477136695,METRO TREATMENT OF NEW HAMPSHIRE LP,865 2ND ST,STE 1B,MANCHESTER,NH,03102-5265,1/1/2020,6033970970,"865 2nd,Manchester,NH,03102,US",42.9691408,-71.4801653
133,133,1487382040,"NORTHEAST FAMILY HEALTH CARE, LLC",53 N UNION AVE,,LANSDOWNE,PA,19050-2536,1/1/2020,4844696231,"53 n union ave,Lansdowne,PA,19050,US",39.9415367,-75.2651824
134,134,1487888145,CITY OF EAST ORANGE,110 S GROVE ST 3RD FL,EAST ORANGE SUBSTANCE ABUSE TREAT,EAST ORANGE,NJ,07018-4102,1/1/2020,9732665200,"110 s grove,East orange,NJ,07018,US",40.7533658,-74.2046398
135,135,1497146427,"SOFT LANDING INTERVENTIONS, LLC",830 W END CT STE 900,SYMETRIA RECOVERY AT VERNON HILLS,VERNON HILLS,IL,60061-1333,9/9/2021,8662561955,"830 w end ct,Vernon hills,IL,60061,US",42.2411424,-87.97623949999999
136,136,1497331102,"BEAR ISLAND RECOVERY SERVICES, INC",1150 CEDAR POINT BLVD,,CEDAR POINT,NC,28584-8022,5/17/2022,2527649023,"1150 cedar point blvd,Cedar point,NC,28584,US",34.6864255,-77.0740971
137,137,1497388730,BRAND NEW START TREATMENT CENTER- P,311 W I PKWY,STE 500,DALLAS,GA,30132-0972,10/2/2020,4045457279,"311 w i pkwy,Dallas,GA,30132,US",33.9123167,-84.7978278
138,138,1497707806,"START TREATMENT & RECOVERY CENTERS,",1149-55 MYRTLE AVENUE,,BROOKLYN,NY,11206,1/1/2020,7185741801,"1149-55 myrtle avenue,Brooklyn,NY,11206,US",40.697189,-73.93489799999999
139,139,1508016957,DISCOVERY HOUSE NC LLC,2710 W STATE STREET,ROUTE 224,NEW CASTLE,PA,16101-8644,1/1/2020,7245987999,"2710 w,New castle,PA,16101,US",41.0036719,-80.34700900000001
140,140,1508073651,METRO TREATMENT OF OREGON LP,16420 SE DIVISION ST,,PORTLAND,OR,97236-1987,1/1/2020,5037623130,"16420 se division,Portland,OR,97236,US",45.5042597,-122.4944507
141,141,1508202524,"VCPHCS XVII, LLC",1202 S JAMES CAMPBELL BLVD,SUITE 7A,COLUMBIA,TN,38401,1/1/2020,9313810020,"1202 s james campbell blvd,Columbia,TN,38401,US",35.6030514,-87.0640653
142,142,1508386541,WALKER RECOVERY CENTER,2195 N AIRPORT RD,,JASPER,AL,35504-7057,1/1/2020,2052211799,"2195 n airport rd,Jasper,AL,35504,US",33.8708211,-87.26670999999999
143,143,1508904780,ADDICTION RESEARCH AND TREATMENT IN,1646 S COURT ST,,VISALIA,CA,93277-4962,1/1/2020,5596258890,"1646 s court,Visalia,CA,93277,US",36.3157652,-119.2913175
144,144,1508911777,EVERGREEN TREATMENT SERVICES,1700 AIRPORT WAY S,,SEATTLE,WA,98134-1618,1/1/2020,2062233644,"1700 airport way s,Seattle,WA,98134,US",47.5875158,-122.3210854
145,145,1518095413,"ALTAPOINTE HEALTH SYSTEMS, INC.",4211 GOVERNMENT BLVD,,MOBILE,AL,36693-4813,1/1/2020,2504502211,"4211 government blvd,Mobile,AL,36693,US",30.6282135,-88.14824159999999
146,146,1518243872,"ATS OF NORTH CAROLINA, LLC",200 NORTHVIEW PLZ,,NORTH WILKESBORO,NC,28659-3173,1/1/2020,3368180607,"200 northview plz,North wilkesboro,NC,28659,US",36.185185,-81.1475081
147,147,1528288362,PINNACLE TREATMENT CENTERS PA - III,1425 SCALP AVE,STE 175,JOHNSTOWN,PA,15904-3324,1/1/2020,8142694700,"1425 scalp ave,Johnstown,PA,15904,US",40.2723128,-78.8564892
148,148,1528398096,FAMILY GUIDANCE CENTERS INC,120 N 11TH ST,,SPRINGFIELD,IL,62703-1002,4/1/2020,2246597030,"120 n 11th,Springfield,IL,62703,US",39.802325,-89.6399217
149,149,1528527603,SYMETRIA HEALTH OF TEXAS LLC,1850 LAKE POINTE DR,,LEWISVILLE,TX,75057-0001,7/1/2021,2148973900,"1850 lake pointe dr,Lewisville,TX,75057,US",33.0173703,-96.9792201
150,150,1538658380,METRO TREATMENT OF MO LP,2027 CAMPUS DR,ST CHARLES METRO CTR,SAINT CHARLES,MO,63301-1047,3/10/2023,6363217600,"2027 campus dr,Saint charles,MO,63301,US",38.7893303,-90.5373307
151,151,1548367873,ST BARNABAS HOSPITAL,4535-39 THIRD AVENUE,,BRONX,NY,10457,1/1/2020,7189609474,"4535-39 third avenue,Bronx,NY,10457,US",40.8545243,-73.89092509999999
152,152,1548844772,NEW START - MVILLE LLC,1211 N COLUMBIA DR,,MILLEDGEVILLE,GA,31061-2395,11/19/2022,4784515210,"1211 n columbia dr,Milledgeville,GA,31061,US",33.0947564,-83.2384514
153,153,1558412320,CRC HEALTH OREGON LLC,2600 SE BELMONT ST,,PORTLAND,OR,97214-2916,1/1/2020,5032395738,"2600 se belmont,Portland,OR,97214,US",45.5162211,-122.6388032
154,154,1558874461,"PINNACLE TREATMENT CENTERS VA-I, LL",905 SOUTHLAKE BLVD,STE C,NORTH CHESTERFIELD,VA,23236-3955,1/1/2020,8044190492,"905 southlake blvd,North chesterfield,VA,23236,US",37.5054726,-77.5973449
155,155,1558876383,"BECKLEY TREATMENT CENTER, LLC",175 PHILPOTT LN,,BEAVER,WV,25813-9501,1/1/2020,3042549262,"175 philpott ln,Beaver,WV,25813,US",37.79814,-81.11335849999999
156,156,1558895631,BHG XXXV LLC,1000 ACE DR,,BEREA,KY,40403-1327,1/1/2020,8592565006,"1000 ace dr,Berea,KY,40403,US",37.583989,-84.290133
157,157,1578078531,CHESAPEAKE TREATMENT SERVICES OCEAN,12417 OCEAN GTWY,STE 7,OCEAN CITY,MD,21842-9522,8/12/2022,8335104357,"12417 ocean gtwy,Ocean city,MD,21842,US",38.340717,-75.1228405
158,158,1578685822,NEW HOPE BEHAVIORAL HEALTH CENTER,215 S POWER RD,STE 114,MESA,AZ,85206-5236,1/1/2020,4809811022,"215 s power rd,Mesa,AZ,85206,US",33.4113576,-111.681956
159,159,1578685897,DISCOVERY HOUSE TV INC,5983 S REDWOOD RD,,TAYLORSVILLE,UT,84123-5261,1/1/2020,8012939999,"5983 s redwood rd,Taylorsville,UT,84123,US",40.6424475,-111.938113
160,160,1578709002,VALLE DEL SOL INC,1209 S 1ST AVE,,PHOENIX,AZ,85003-2605,3/2/2020,6022586797,"1209 s 1st ave,Phoenix,AZ,85003,US",33.4356436,-112.0746972
161,161,1588045462,METRO TREATMENT OF COLORADO LP,2956 NORTH AVE,STE 1,GRAND JUNCTION,CO,81504-3919,1/1/2020,9702081130,"2956 north ave,Grand junction,CO,81504,US",39.0778452,-108.5046932
162,162,1598099061,EASTERN AVENUE HEALTH SOLUTIONS INC,5920 EASTERN AVE,,BALTIMORE,MD,21224-2827,1/1/2020,4106312772,"5920 eastern ave,Baltimore,MD,21224,US",39.2877228,-76.5450003
163,163,1598120214,"SUNRISE TREATMENT CENTER, LLC",680 NORTHLAND BLVD,,CINCINNATI,OH,45240-9999,1/1/2020,5139414999,"680 northland blvd,Cincinnati,OH,45240,US",39.2818101,-84.50064379999999
164,164,1598133472,INSPIRED HOPE GROUP LLC,1228 W SCYENE RD,STE 230,MESQUITE,TX,75149-3143,4/1/2020,9722881800,"1228 w scyene rd,Mesquite,TX,75149,US",32.7683491,-96.6156699
165,165,1598346249,PINNACLE TREATMENT CENTERS OH-XVIII,287 E LEFFEL LN,,SPRINGFIELD,OH,45505-4745,2/9/2022,9376881844,"287 e leffel ln,Springfield,OH,45505,US",39.8944884,-83.8084026
166,166,1609470186,CRC HEALTH TREATMENT CLINICS LLC,3928 S NOVA RD,VOLUSIA COUNTY COMPREHENSIVE TREATMENT,PORT ORANGE,FL,32127-4911,1/1/2020,3868229941,"3928 s nova rd,Port orange,FL,32127,US",29.1201946,-81.0014544
167,167,1619011616,COUNTY OF SANTA CLARA,90 HIGHLAND AVE,,SAN MARTIN,CA,95046-9504,7/6/2020,4086862222,"90 highland ave,San martin,CA,95046,US",37.0736845,-121.6051742
168,168,1619338696,BHG XXX LLC,1125 N 5TH ST,,KANSAS CITY,KS,66101-2305,1/1/2020,9133480888,"1125 n 5th,Kansas city,KS,66101,US",39.1173436,-94.6207918
169,169,1619395605,"WESTERN KY MEDICAL, LLC",609 HAMMOND PLZ,,HOPKINSVILLE,KY,42240-4971,1/1/2020,2708878333,"609 hammond plz,Hopkinsville,KY,42240,US",36.833121,-87.4764544
170,170,1619982196,SOUTHWEST BEHAVIORAL HEALTH SERVICE,1424 S 7TH AVE,BLDG C,PHOENIX,AZ,85007-3902,2/6/2023,6022560514,"1424 s 7th ave,Phoenix,AZ,85007,US",33.4342388,-112.0830108
171,171,1629276217,"RHJ MEDICAL CENTER, INC",1007 OLD STATE ROUTE 119,,HUNKER,PA,15639,1/1/2021,7246969600,"1007 old,Hunker,PA,15639,US",40.2042377,-79.6205961
172,172,1629521117,MEDMARK TREATMENT CENTERS OF PENNSY,1037 COMPASS CIR,MEDMARKTREATMENTCENTERSGREENSBURGPA,GREENSBURG,PA,15601-2786,6/16/2020,7248341144,"1037 compass cir,Greensburg,PA,15601,US",40.3071116,-79.52189059999999
173,173,1629553607,ROCK HILL TREATMENT SPECIALISTS,1274 E MAIN ST,,ROCK HILL,SC,29730-5948,1/1/2020,8035267666,"1274 e main,Rock hill,SC,29730,US",34.9155606,-81.0022578
174,174,1639362254,"OKLAHOMA TREATMENT SERVICES, LLC",5401 SW 29TH ST,,OKLAHOMA CITY,OK,73179-7602,3/26/2020,4056867828,"5401 sw 29th,Oklahoma city,OK,73179,US",35.4357554,-97.6124807
175,175,1649390733,LIBERATION PROGRAMS INC,117 MAIN ST,,STAMFORD,CT,06901-2818,1/1/2020,2033561980,"117 main,Stamford,CT,06901,US",41.0523888,-73.54388639999999
176,176,1649473695,IMPERIAL VALLEY MEDICAL CLINIC INC,200 S 5TH ST,,EL CENTRO,CA,92243-3013,1/1/2020,7604820864,"200 s 5th,El centro,CA,92243,US",32.7915152,-115.5549244
177,177,1649601550,JANUS OF SANTA CRUZ,284 PENNSYLVANIA AVE,STE 1,WATSONVILLE,CA,95076-3768,1/1/2020,8313194200,"284 pennsylvania ave,Watsonville,CA,95076,US",36.9186994,-121.7708782
178,178,1649797507,CROSSROADS TREATMENT CENTER OF LOUI,1700 CARGO CT,,LOUISVILLE,KY,40299-1938,1/1/2020,8008056989,"1700 cargo ct,Louisville,KY,40299,US",38.2200151,-85.5726598
179,179,1649856618,HOLYOKE CAPITAL JV LLC,1233 MAIN ST,,HOLYOKE,MA,01040-5381,1/1/2022,4132640819,"1233 main,Holyoke,MA,01040,US",42.1659064,-72.633996
180,180,1659558922,MCLEOD ADDICTIVE DISEASE CENTER INC,636 SIGNAL HILL DRIVE EXT,,STATESVILLE,NC,28625-4774,1/4/2020,7048712992,"636 signal hill drive ext,Statesville,NC,28625,US",35.8050562,-80.8510324
181,181,1659722114,COMMUNITY MEDICAL SERVICES MONTANA,2521 E MOUNTAIN VILLAGE DR,STE F,WASILLA,AK,99654-7373,1/1/2020,9072903760,"2521 e mountain village dr,Wasilla,AK,99654,US",61.5734207,-149.3878624
182,182,1669874418,"THE BRIGHTON CENTER, INC.",2512 HARTE DR,,BRIGHTON,MI,48114-7002,3/10/2022,8102299220,"2512 harte dr,Brighton,MI,48114,US",42.5654062,-83.8068543
183,183,1669905857,"DAVIESS TREATMENT SERVICES, LLC",3032 HIGHWAY 144,,OWENSBORO,KY,42303-0288,1/1/2020,2706855029,"3032 highway 144,Owensboro,KY,42303,US",37.7835636,-87.07409419999999
184,184,1669987475,PARKERSBURG TREATMENT CENTER LLC,184 HOLIDAY HILLS DR,,PARKERSBURG,WV,26104-8006,1/1/2020,3044202400,"184 holiday hills dr,Parkersburg,WV,26104,US",39.2645769,-81.5028476
185,185,1679062434,ADDICTION RESEACH AND TREATMENT INC,11900 AVALON BLVD,STE 200,LOS ANGELES,CA,90061-2867,1/1/2020,3232420500,"11900 avalon blvd,Los angeles,CA,90061,US",33.9244755,-118.2648661
186,186,1679807150,HAMPDEN HEALTH SOLUTIONS AT THE RAI,3612 FALLS RD,,BALTIMORE,MD,21211-1869,1/1/2020,4104674357,"3612 falls rd,Baltimore,MD,21211,US",39.3311627,-76.63525340000001
187,187,1689072688,BHG XXXVII LLC,414 HOSPITAL DR,,CLYDE,NC,28721-8026,1/1/2020,8284560560,"414 hospital dr,Clyde,NC,28721,US",35.5260009,-82.95089089999999
188,188,1689196578,SERENITY TREATMENT AND COUNSELING C,19408 N CREEK DR,,LYNWOOD,IL,60411-9608,1/1/2020,7082518952,"19408 n creek dr,Lynwood,IL,60411,US",41.5234885,-87.558379
189,189,1689693343,STANLEY STREET TREATMENT AND RESOUR,1010 S MAIN ST,,FALL RIVER,MA,02724-2855,1/1/2020,5082355010,"1010 s main,Fall river,MA,02724,US",41.6907377,-71.16515849999999
190,190,1689796286,"PYRAMID HEALTHCARE, INC.",2 SELLERS DRIVE,,ALTOONA,PA,16601-9306,8/13/2021,8142040059,"2 sellers drive,Altoona,PA,16601,US",40.4607356,-78.40852509999999
191,191,1689846859,MERIDIAN BEHAVIORAL HEALTHCARE INC,439 SW MICHIGAN ST,LAKE CITY OTP CLINIC,LAKE CITY,FL,32025-0440,1/1/2020,3864870800,"439 sw michigan,Lake city,FL,32025,US",30.1567138,-82.643957
192,192,1699356683,QUIL CEDA CREEK COUNSELING COMPANY,6330 31ST AVE NE,STE 101,TULALIP,WA,98271-7423,6/17/2023,3607162200,"6330 31st ave ne,Tulalip,WA,98271,US",48.0535411,-122.1907922
193,193,1700092236,METRO TREATMENT OF UTAH LP,620 S 400 E,STE 404,SAINT GEORGE,UT,84770-7065,1/1/2020,4356568918,"620 s 400 e,Saint george,UT,84770,US",37.0976596,-113.5755471
194,194,1700135399,"SUNRISE DETOX III, LLC",2331 NE 53RD ST,,FORT LAUDERDALE,FL,33308-3235,4/3/2023,9544919700,"2331 ne 53rd,Fort lauderdale,FL,33308,US",26.1918058,-80.1144138
195,195,1700192077,MISSION TREATMENT CENTERS INC,617 N SCOTTSDALE RD,STE D,SCOTTSDALE,AZ,85257-4207,1/1/2020,4809903720,"617 n scottsdale rd,Scottsdale,AZ,85257,US",33.4551536,-111.9260961
196,196,1700390101,COVERT ACTION LLC,1223 CENTER ST,STE 22,DES MOINES,IA,50309-1016,1/1/2020,5152186125,"1223 center,Des moines,IA,50309,US",41.5925282,-93.6333764
197,197,1700460110,BHG LVII LLC,86 BEACH ST,,WESTERLY,RI,02891-2718,8/1/2020,4015960969,"86 beach,Westerly,RI,02891,US",41.3588799,-71.8354075
198,198,1700989829,SAN DIEGO HEALTH ALLIANCE,7545 METROPOLITAN DR,,SAN DIEGO,CA,92108-4402,1/1/2020,6197189890,"7545 metropolitan dr,San diego,CA,92108,US",32.7766111,-117.158506
199,199,1710453352 1982170528,BAYMARK HEALTH SERVICES OF UTAH,164 E 5900 S,STE 101,MURRAY,UT,84107-7256,1/1/2020,8012615790,"164 e 5900 s,Murray,UT,84107,US",40.64246989999999,-111.8875067
200,200,1720204696,HUMANISTIC ALTERNATIVES TO ADDICTIO,10850 MACARTHUR BLVD,STE 200,OAKLAND,CA,94605-5266,1/1/2020,5108752300,"10850 macarthur blvd,Oakland,CA,94605,US",37.741553,-122.1497236
201,201,1720302144,"CENTER OF HOPE OF MYRTLE BEACH, LLC",104 GEORGE BISHOP PKWY,,MYRTLE BEACH,SC,29579-7335,1/1/2020,8008056989,"104 george bishop pkwy,Myrtle beach,SC,29579,US",33.7195497,-78.9316087
202,202,1730577990,ATS OF CECIL COUNTY LLC,"14701 NATIONAL HWY SUITE 5,6,1B",CUMBERLAND TREATMENT CENTER,LAVALE,MD,21502-6574,1/1/2020,3016870940,"14701 national hwy suite 5,Lavale,MD,21502,US",39.6405843,-78.8596517
203,203,1740755354,"WCHS, INC",516 E 1ST ST,,ABERDEEN,WA,98520-4106,1/1/2020,3603504010,"516 e 1st,Aberdeen,WA,98520,US",46.97883909999999,-123.8144777
204,204,1750537437,WEST COUNTY MEDICAL CORPORATION,2272 PACIFIC AVE,,LONG BEACH,CA,90806-4312,1/24/2020,5624278018,"2272 pacific ave,Long beach,CA,90806,US",33.7985736,-118.1933438
205,205,1750823043,CROSSROADS TREATMENT CENTER OF WINC,500 PEGASUS COURT BUSINESS CENTER,,WINCHESTER,VA,22602,1/1/2020,8008056989,"500 pegasus court business center,Winchester,VA,22602,US",39.1446272,-78.15025240000001
206,206,1760544456,AEGIS TREATMENT CENTERS LLC,11041 VALLEY BLVD,,EL MONTE,CA,91731-2516,1/1/2020,6264424177,"11041 valley blvd,El monte,CA,91731,US",34.0744545,-118.0337723
207,207,1760922249,THE HEALTH AND HOSPITAL CORPORATION,832 N MERIDIAN ST,SANDRA ESKENAZI NARCOTIC TREATMENT,INDIANAPOLIS,IN,46204-1108,1/1/2020,3176865634,"832 n meridian,Indianapolis,IN,46204,US",39.7787207,-86.1581262
208,208,1770284051,DENVER RECOVERY GROUP LLC,1429 GRAND AVE,# 102B,GLENWOOD SPRINGS,CO,81601-3847,1/1/2020,7206160049,"1429 grand ave,Glenwood springs,CO,81601,US",39.5382715,-107.3255235
209,209,1780036210,TRI-STATE TREATMENT,1236 HIGHWAY 299,,WILDWOOD,GA,30757-4003,1/4/2020,4234280045,"1236 highway 299,Wildwood,GA,30757,US",34.9798236,-85.4220265
210,210,1780722033,ADDICTION RESEARCH AND TREATMENT IN,1111 MARKET ST,FL 1,SAN FRANCISCO,CA,94103-1509,1/1/2020,4158633883,"1111 market,San francisco,CA,94103,US",37.7800474,-122.4126387
211,211,1780899336,METRO TREATMENT OF FLORIDA LP,1507A N JOHN YOUNG PKWY,MID FLORIDA METRO TREATMENT CENTER,KISSIMMEE,FL,34741-3214,1/1/2020,4079338331,"1507a n john young pkwy,Kissimmee,FL,34741,US",28.3056447,-81.4152622
212,212,1780919951,"NEW ERA REHABILITATION CENTER,INC",311 EAST ST,,NEW HAVEN,CT,06511-5838,7/6/2021,2033440025,"311 east,New haven,CT,06511,US",41.3074001,-72.90961779999999
213,213,1790242675,"SUNRISE TREATMENT CENTER, LLC",25 WHITNEY DR,STE 122,MILFORD,OH,45150-8400,1/1/2020,5139414999,"25 whitney dr,Milford,OH,45150,US",39.1558248,-84.25758859999999
214,214,1801032958,ALBUQUERQUE TREATMENT SERVICES LLC,123 MADIERA ST SE,GULF COAST PAIN AND SPINE,ALBUQUERQUE,NM,87108-2963,3/10/2020,5052621538,"123 madiera,Albuquerque,NM,87108,US",35.0767363,-106.5848717
215,215,1801298740 1891201703 1982614772,WHEELING TREATMENT CENTER,40 ORRS LN,,TRIADELPHIA,WV,26059-1455,1/1/2020,3045479197,"40 orrs ln,Triadelphia,WV,26059,US",40.064148,-80.571114
216,216,1811020035,METROPOLITAN REHABILITATION INC,21700 GREENFIELD RD,STE 130,OAK PARK,MI,48237-2532,1/1/2020,2489674310,"21700 greenfield rd,Oak park,MI,48237,US",42.4530756,-83.19989699999999
217,217,1811073059,"INTENSIVE TREATMENT SYSTEMS, LLC",19401 N CAVE CREEK RD,STE 18,PHOENIX,AZ,85024-1825,1/1/2020,6029960099,"19401 n cave creek rd,Phoenix,AZ,85024,US",33.6633528,-112.0297998
218,218,1811421548,CENTER FOR BEHAVIORAL HEALTH IDAHO,2275 S EAGLE RD,STE 190,MERIDIAN,ID,83642-5079,1/1/2020,2082880649,"2275 s eagle rd,Meridian,ID,83642,US",43.58414459999999,-116.355289
219,219,1811573751,COMMUNITY MEDICAL SERVICES,3333 N 7TH AVE,,PHOENIX,AZ,85013-4108,1/1/2020,6027533360,"3333 n 7th ave,Phoenix,AZ,85013,US",33.4867319,-112.0828159
220,220,1821203555,METRO TREATMENT OF MARYLAND LP,16110 EVERLY RD,HAGERSTOWN TREATMENT CENTER,HAGERSTOWN,MD,21740-2384,1/1/2020,3017140837,"16110 everly rd,Hagerstown,MD,21740,US",39.626045,-77.8120234
221,221,1821248279,ALTERNATIVES FOR LIFE TREATMENT & R,5360 I 55 N,STE 160,JACKSON,MS,39211-4055,1/1/2020,6013623131,"5360 i 55 n,Jackson,MS,39211,US",32.373458,-90.147274
222,222,1821496258,DISCOVERY HOUSE CC LLC,920 CENTURY DR,DISCOVERY HOUSE MECHANICSBURG DHCC,MECHANICSBURG,PA,17055-8417,1/1/2020,7177666974,"920 century dr,Mechanicsburg,PA,17055,US",40.2111843,-76.9637332
223,223,1821561788,CLEAR SKYE MEDICAL HOLDINGS LLC,1035 MEDICAL RIDGE RD,,CLINTON,SC,29325-4542,1/1/2020,8645472089,"1035 medical ridge rd,Clinton,SC,29325,US",34.4829412,-81.9387976
224,224,1821635137,BHG GRAND BAY TREATMENT CENTER,12271 INTERCHANGE DRIVE,,GRAND BAY,AL,36541,2/4/2020,2518650123,"12271 interchange drive,Grand bay,AL,36541,US",30.4998048,-88.33300249999999
225,225,1831502822,"WCHS, INC.",3230 C ST,,ANCHORAGE,AK,99503-3918,1/1/2020,9078659653,"3230 c,Anchorage,AK,99503,US",61.1899785,-149.8901682
226,226,1841356490,AEGIS TREATMENT CENTERS LLC,4129 STATE ST,,SANTA BARBARA,CA,93110-1848,1/1/2020,8059644795,"4129,Santa barbara,CA,93110,US",34.5084312,-119.7310213
227,227,1841743762,THE LIFE CHANGE CENTER,1201 N STEWART ST,STE 120,CARSON CITY,NV,89706-3004,1/1/2020,7754995534,"1201 n,Carson city,NV,89706,US",39.2246072,-119.7078532
228,228,1841788510,BAYMARK HEALTH SERVICES OF NORTH CA,7540 HIGHWAY 64 W,,BRASSTOWN,NC,28902-8079,1/1/2020,8288375335,"7540 highway 64 w,Brasstown,NC,28902,US",35.057011,-83.936227
229,229,1851390629,DISCOVERY HOUSE OF CENTRAL MAINE IN,40 AIRPORT RD,,WATERVILLE,ME,04901-4524,1/1/2020,2078727272,"40 airport rd,Waterville,ME,04901,US",44.5407015,-69.67381739999999
230,230,1851452338,ARS OF RIO GRANDE LLC,1200 ROUTE 9 S,,CAPE MAY COURT HOUSE,NJ,08210-2711,1/1/2020,6094630500,"1200 route 9 s,Cape may court house,NJ,08210,US",39.0514322,-74.84365389999999
231,231,1851460745,SOUTHERN OKLAHOMA TREATMENT SERVICE,5912 US HWY 70 EAST,,MEAD,OK,73449-5021,1/1/2020,5807459083,"5912 us hwy 70 east,Mead,OK,73449,US",33.9976946,-96.5187679
232,232,1851501233,WEST COUNTY MEDICAL CLINIC,100 E MARKET ST,,LONG BEACH,CA,90805-5924,1/1/2020,6612546630x1007,"100 e market,Long beach,CA,90805,US",33.8540693,-118.1935615
233,233,1851619258,JOHNSTON RECOVERY SERVICES,1699 OLD US 70 HWY W,,CLAYTON,NC,27520-6566,1/1/2020,9196120562,"1699 old us 70 hwy w,Clayton,NC,27520,US",35.6697191,-78.4787351
234,234,1851896120,SYMETRIA HEALTH OF TEXAS LLC,17347 VILLAGE GREEN DR,STE 104,JERSEY VILLAGE,TX,77040-1164,9/10/2021,2816683510,"17347 village green dr,Jersey village,TX,77040,US",29.8905715,-95.5803382
235,235,1861608382,NEW SEASON 270-271 TREATMENT CENTER,3701 W COMMERCE ST,,SAN ANTONIO,TX,78207-3611,1/1/2020,2104340531,"3701 w commerce,San antonio,TX,78207,US",29.4295044,-98.5389468
236,236,1861846438,"FAYETTE TREATMENT CENTER, LLC",2695 E ROY FURMAN HIGHWAY,GREENE TREATMENT CENTER,CARMICHAELS,PA,15320-2434,5/21/2020,7249665000,"2695 e roy furman highway,Carmichaels,PA,15320,US",39.8586701,-79.9457202
237,237,1861928541,"METRO TREATMENT OF MISSISSIPPI, LP",8900 DELTA BLUFF CV,DESOTO COUNTY TREATMENT CENTER,WALLS,MS,38680-4400,1/1/2020,6625104660,"8900 delta bluff cv,Walls,MS,38680,US",34.9632794,-90.1454398
238,238,1881764033,AMERICAN HEALTH SERVICES LLC,5015 W PICO BLVD,,LOS ANGELES,CA,90019-4127,1/27/2020,3236531677,"5015 w pico blvd,Los angeles,CA,90019,US",34.0480081,-118.3464231
239,239,1881864510,RHJ MEDICAL CENTER VANDERGRIFT LLC,2994 RIVER RD,,VANDERGRIFT,PA,15690-6053,1/1/2021,7246969600x2,"2994 river rd,Vandergrift,PA,15690,US",40.6274818,-79.58549889999999
240,240,1891234514,BAART BEHAVIORAL HEALTH SERVICES IN,242 S MAIN ST,,SAINT ALBANS,VT,05478-1801,1/1/2020,8023703545,"242 s main,Saint albans,VT,05478,US",44.7985488,-73.0927884
241,241,1891270872,LEXINGTON TREATMENT SPECIALISTS LLC,185 LOTT CT,,WEST COLUMBIA,SC,29169-3051,1/4/2020,8037194050,"185 lott ct,West columbia,SC,29169,US",34.0136435,-81.13430819999999
242,242,1902405749,CRC HEALTH TREATMENT CLINICS LLC,4553 WATKINS ST,PANHANDLE COMPREHENSIVE TREATMENT,PACE,FL,32571-2511,1/1/2020,8508002772,"4553 watkins,Pace,FL,32571,US",30.6018679,-87.12821989999999
243,243,1912062068,RAINBOW CENTER OF MICHIGAN INC,12501 HAMILTON AVE,,HIGHLAND PARK,MI,48203-3243,1/1/2020,3138651580,"12501 hamilton ave,Highland park,MI,48203,US",42.3943677,-83.10102210000001
244,244,1912457219,ELITE TREATMENT CENTER,395 W LINCOLN HWY,,CHICAGO HEIGHTS,IL,60411-2442,2/29/2020,7087555117,"395 w lincoln hwy,Chicago heights,IL,60411,US",41.5062975,-87.65769739999999
